class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,b,y,g,t,y,f,c,n,o,t,b,k,k,g,g,p,w,o,n,n,a,m
p,s,g,n,f,s,f,d,b,y,e,?,s,k,w,y,p,o,t,l,w,v,d
p,b,y,g,f,y,f,c,n,k,e,b,k,k,g,g,u,w,b,l,h,y,d
p,f,f,e,t,m,f,d,b,g,e,r,f,k,p,n,p,n,t,l,o,y,g
e,c,g,e,t,n,f,w,b,n,e,b,s,s,w,g,p,o,o,l,w,c,g
e,c,g,b,t,n,d,d,b,r,e,r,y,s,p,e,p,w,t,e,o,y,w
p,k,y,w,f,p,n,c,b,w,e,b,k,s,w,n,u,y,o,l,w,y,m
p,b,y,y,f,f,n,c,b,g,t,b,s,k,b,n,u,y,b,s,h,a,g
p,x,y,u,f,f,f,d,b,h,t,u,k,k,n,y,p,w,t,p,h,n,p
p,k,y,y,f,f,d,c,b,g,e,z,k,y,o,o,p,w,o,f,r,v,g
p,f,f,u,f,f,d,c,b,b,e,u,y,k,y,y,p,o,o,l,y,n,u
p,x,y,n,f,f,f,c,b,u,e,b,k,k,b,p,p,w,t,n,h,y,p
p,x,y,g,f,f,f,c,n,p,t,u,k,k,p,n,u,w,t,p,o,y,g
p,f,s,y,f,a,f,c,b,p,t,b,s,s,b,b,p,y,o,s,k,a,g
p,x,y,n,f,f,d,w,b,w,e,b,y,k,w,w,p,o,o,l,w,v,d
p,b,y,u,f,f,f,c,n,g,t,b,k,k,g,g,p,w,o,l,h,a,w
p,f,y,u,t,f,f,c,b,h,e,b,k,y,b,n,u,w,o,l,h,c,p
p,f,y,y,f,f,n,c,n,h,t,c,k,k,b,b,p,y,o,s,h,y,p
p,x,y,g,f,a,a,c,b,h,e,e,f,k,n,n,p,n,o,c,k,y,w
p,b,s,u,f,n,n,c,n,h,t,b,s,s,e,e,p,y,b,l,u,v,g
p,s,y,y,f,m,f,d,n,p,t,b,s,s,b,p,u,w,o,l,o,y,u
e,b,y,w,t,n,a,c,n,o,e,?,s,f,n,w,p,w,o,f,k,a,d
p,b,y,w,f,y,f,c,n,g,t,b,k,k,g,g,p,w,o,n,h,v,w
p,x,f,w,f,f,f,c,b,u,e,u,f,f,p,p,p,w,t,e,h,n,g
p,x,y,y,f,c,f,c,n,b,e,u,k,k,c,c,p,w,o,p,b,n,m
p,x,g,y,f,s,f,d,b,h,e,r,y,y,y,n,p,w,o,f,h,v,g
p,x,y,y,f,c,f,c,n,h,e,u,k,k,b,c,p,w,t,l,b,v,d
p,f,f,g,f,a,a,c,b,h,e,b,k,f,n,n,p,n,b,l,k,s,g
p,s,s,b,f,f,f,d,b,r,e,b,k,f,p,p,p,w,t,e,h,n,w
p,b,g,g,t,a,d,c,b,h,e,b,y,k,n,n,p,o,b,l,h,a,d
p,f,f,y,f,l,f,w,b,p,e,b,k,k,b,b,p,w,o,c,n,c,d
p,f,y,y,t,f,f,c,b,h,e,e,k,k,g,g,p,w,b,e,h,v,d
p,f,f,g,f,f,f,c,b,o,e,b,k,k,n,n,p,w,b,l,h,a,p
p,f,y,g,f,f,f,c,b,p,e,b,k,s,o,b,u,y,o,z,h,c,g
p,f,g,b,t,f,f,c,b,g,e,b,k,y,c,c,p,o,o,l,h,y,p
e,f,g,c,t,m,f,d,b,b,e,u,s,y,p,p,p,o,t,p,o,y,u
p,f,f,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,a,m
p,k,y,g,f,f,f,c,b,g,t,z,k,k,p,n,p,w,o,p,h,v,d
p,k,f,g,f,f,n,w,b,w,t,z,s,k,w,w,u,y,o,s,h,v,g
p,x,s,y,f,a,n,c,b,p,e,b,k,k,p,w,p,w,o,f,h,v,m
p,c,f,b,f,f,f,w,b,p,e,b,k,k,b,b,u,w,o,n,n,y,p
p,f,y,y,f,n,n,c,b,h,e,e,k,k,e,e,u,w,o,z,h,v,d
e,f,s,n,f,y,n,c,n,h,t,b,s,s,w,g,u,y,b,p,h,s,w
p,b,y,y,f,n,f,c,b,o,e,b,k,f,b,e,p,w,o,e,u,y,g
e,x,f,w,t,l,a,w,b,w,e,?,f,f,w,w,p,n,o,c,w,c,w
p,f,g,p,f,f,d,c,b,p,e,e,k,k,n,p,p,w,b,l,h,y,u
p,f,f,y,f,f,d,c,b,e,e,e,y,k,p,b,p,o,b,l,h,s,l
p,x,g,y,f,f,f,d,b,b,e,u,k,k,p,n,p,o,t,l,o,y,d
p,f,y,n,f,f,f,d,n,y,e,b,k,k,c,c,u,w,o,l,h,y,l
e,f,g,e,t,n,d,c,b,n,e,b,y,y,n,g,p,o,b,f,k,y,d
p,f,f,y,f,l,f,c,b,p,e,b,k,k,b,b,u,w,o,l,n,v,d
p,c,f,b,f,l,f,w,n,p,e,c,k,k,b,b,u,w,o,n,n,v,l
p,x,y,e,f,m,f,d,n,h,t,b,k,k,p,n,p,w,t,l,h,y,w
p,f,f,y,f,n,f,c,n,e,e,b,k,k,n,b,u,w,b,p,h,s,g
p,b,y,n,f,y,f,c,n,o,t,?,k,k,g,g,p,w,o,e,h,a,d
p,b,f,r,t,f,a,c,b,p,e,b,f,k,g,g,p,w,o,l,h,v,u
p,c,g,y,t,f,f,c,b,p,e,c,y,y,b,b,p,w,o,f,h,c,m
p,c,f,y,t,f,f,w,b,p,e,c,y,y,n,n,p,o,o,l,r,c,p
p,b,f,y,t,n,d,c,b,k,e,b,k,y,e,b,p,o,b,f,h,v,d
p,s,s,g,f,m,f,d,n,y,e,b,k,s,b,p,p,w,o,l,o,v,p
p,f,y,w,f,y,f,c,n,h,e,b,k,k,g,g,u,w,b,l,h,v,g
p,f,s,g,f,a,f,c,n,k,e,b,s,k,b,n,u,y,b,s,k,v,d
p,f,y,g,f,n,f,c,b,g,e,b,k,k,e,e,p,w,o,p,u,v,d
p,b,s,r,f,a,a,c,b,p,e,b,s,s,n,n,p,n,b,c,k,a,d
p,x,y,y,f,y,f,c,n,h,e,e,k,k,b,p,p,w,o,n,h,y,g
p,x,y,g,t,f,f,c,n,u,t,e,f,f,g,w,p,n,o,p,h,s,g
p,s,y,p,f,f,f,c,n,p,e,r,k,k,n,n,u,w,t,p,b,y,g
p,x,g,y,f,n,d,c,b,h,e,b,k,k,e,b,p,w,b,l,h,y,l
p,x,f,y,f,f,a,w,b,h,e,c,k,f,n,b,p,n,o,l,w,c,d
e,c,y,g,t,n,f,w,n,n,t,c,k,k,p,w,p,w,o,p,w,y,d
p,f,s,g,f,f,n,c,n,h,e,e,s,s,e,e,u,y,o,l,u,s,w
p,b,y,y,f,a,f,c,b,h,t,b,k,k,n,p,p,w,b,p,h,a,g
p,f,s,g,f,a,n,c,b,h,e,e,s,k,n,b,u,y,b,z,k,s,m
p,k,f,n,f,f,a,w,b,h,e,z,f,k,b,b,p,n,o,e,h,y,g
p,x,y,g,t,f,a,c,b,h,e,b,f,f,g,p,p,n,b,e,h,s,l
p,k,f,c,f,l,f,c,n,p,t,b,k,k,b,p,u,w,o,n,n,y,l
e,f,y,n,t,n,f,c,b,h,t,b,s,s,e,g,u,w,b,z,n,s,u
p,x,s,b,f,c,f,w,b,n,e,c,k,k,o,o,p,w,o,p,h,y,g
p,f,f,y,t,f,d,c,b,h,e,e,y,y,g,g,p,o,o,l,h,v,g
p,x,f,n,f,n,a,c,b,k,e,b,f,f,e,n,p,n,o,c,u,a,g
p,x,s,p,f,m,n,c,b,p,e,b,k,s,p,p,u,w,t,l,h,y,p
p,x,f,u,f,c,a,c,b,g,e,u,f,k,n,c,p,n,t,l,h,n,w
p,f,f,g,f,f,d,c,b,o,e,b,k,y,p,b,p,w,o,l,k,y,g
p,s,y,y,f,s,f,d,n,y,t,r,k,k,y,n,p,w,o,l,y,y,g
e,k,f,b,t,f,a,c,b,w,e,?,f,s,o,e,p,w,o,c,w,c,w
p,x,y,e,f,f,f,w,b,n,t,c,k,k,w,b,p,w,o,p,h,c,m
p,x,y,n,f,y,f,c,n,b,t,b,k,k,g,g,u,w,o,p,h,v,d
p,f,s,e,f,f,n,c,b,h,t,b,s,s,g,g,u,y,b,z,h,s,p
p,x,y,r,f,c,f,d,n,b,t,u,k,k,n,n,u,w,o,n,h,y,l
p,b,y,w,t,a,f,d,b,h,t,b,k,k,y,b,p,w,o,l,h,n,w
p,s,f,g,t,f,f,d,b,g,e,b,k,k,p,p,p,n,t,l,o,y,m
p,x,f,w,f,s,d,d,b,b,e,b,k,y,b,y,p,w,t,l,h,y,d
p,f,y,y,t,f,a,c,b,h,e,b,k,k,n,e,p,n,b,l,h,y,g
p,x,g,g,f,a,f,c,b,g,e,e,y,y,n,b,p,o,o,l,h,y,u
p,x,s,b,f,f,f,c,b,e,t,e,f,f,e,w,p,w,b,p,u,s,u
p,x,g,y,t,p,f,w,b,w,e,b,y,k,w,w,p,o,o,f,w,v,g
p,f,s,y,f,f,n,c,n,p,e,b,k,s,p,b,p,y,o,l,n,c,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,o,o,l,h,y,d
p,x,f,y,f,p,f,w,b,g,e,b,f,k,n,w,p,w,o,l,w,v,p
p,f,y,y,f,f,f,c,b,h,t,b,k,k,e,e,u,w,o,n,u,v,l
p,x,y,y,t,f,d,c,b,h,e,b,y,k,n,n,p,o,b,l,k,s,g
p,x,s,n,f,f,n,c,n,p,e,u,s,k,b,c,u,y,t,z,b,v,p
p,s,y,p,f,l,f,w,b,w,t,b,k,k,b,b,p,w,o,l,h,y,g
p,k,s,y,f,p,n,w,n,w,e,z,s,s,w,w,p,y,o,z,h,v,p
p,f,s,r,f,f,n,c,n,b,t,b,k,k,b,p,u,y,o,l,h,n,p
e,f,y,e,t,n,f,c,b,p,e,b,f,f,g,g,p,n,o,c,h,s,d
p,f,g,y,t,f,d,c,b,e,e,e,k,y,b,p,p,w,b,l,h,s,w
p,x,s,p,f,s,f,c,n,g,e,r,k,s,n,n,p,y,t,z,y,v,p
p,f,y,g,f,n,d,c,b,e,e,b,y,k,e,e,p,w,b,l,u,s,g
p,x,g,r,f,f,d,d,b,g,e,u,k,k,p,p,p,w,t,l,h,v,m
p,f,s,y,f,f,f,c,b,g,e,b,s,s,b,p,p,y,o,s,h,s,g
p,x,f,u,f,f,f,c,b,g,e,u,k,k,n,y,p,w,t,p,h,n,u
p,x,y,c,f,m,f,d,b,p,t,u,k,k,p,p,p,w,o,p,h,n,d
p,k,y,y,f,f,f,w,b,p,e,b,k,k,g,g,p,w,o,n,h,v,d
p,s,y,e,f,f,f,d,n,r,t,b,k,k,n,p,u,w,t,l,o,y,d
p,f,f,y,f,a,f,c,b,k,e,b,f,k,n,n,p,n,o,c,h,y,d
e,f,f,c,t,n,f,w,b,k,e,b,f,f,w,g,p,n,b,e,h,v,m
p,c,y,g,t,f,d,w,b,h,e,b,y,k,o,o,p,w,o,l,r,c,g
p,x,y,g,f,c,f,c,n,b,t,u,k,k,p,n,p,y,o,l,h,n,p
p,f,s,y,f,n,f,w,n,w,e,?,s,s,o,y,u,y,o,z,w,v,g
p,b,y,y,f,n,f,c,n,o,e,b,k,k,p,e,p,w,o,l,u,y,p
p,x,s,g,t,m,f,c,b,b,t,u,s,s,w,w,p,y,o,z,o,v,g
e,s,f,p,t,m,a,d,b,e,e,r,f,s,w,p,p,w,t,e,o,y,m
p,k,s,u,f,p,n,c,n,g,t,z,s,k,w,w,u,y,o,z,w,v,p
p,s,s,y,f,c,f,w,n,y,e,r,k,k,w,w,p,o,t,l,k,v,p
p,x,f,u,f,f,f,w,n,w,t,b,k,k,n,n,p,w,o,l,r,v,d
p,f,f,g,t,m,a,d,b,h,e,r,f,k,b,p,p,n,o,e,h,y,m
p,f,y,n,f,f,n,d,b,u,t,b,s,s,p,y,u,y,t,z,y,n,d
p,x,f,r,t,f,f,w,b,p,e,z,f,k,o,b,p,w,o,c,h,v,u
p,x,y,y,f,f,f,c,n,p,e,b,k,k,b,g,u,w,b,n,h,v,l
p,c,f,g,t,f,a,c,b,p,e,b,f,k,b,w,p,w,o,e,h,c,w
p,f,g,u,f,y,f,c,b,k,e,b,k,y,g,p,p,w,b,l,h,y,d
p,b,s,r,f,n,n,c,b,o,t,b,k,k,e,n,p,y,b,l,h,a,g
p,f,y,p,f,f,f,d,n,g,t,b,k,k,c,n,u,w,o,n,b,y,m
p,x,f,y,f,s,f,c,n,p,t,b,k,k,y,y,u,w,t,p,h,y,d
p,f,f,c,f,f,f,c,b,o,e,b,k,k,b,n,p,w,o,l,k,v,p
p,f,s,g,f,l,n,w,b,p,t,b,k,s,b,b,u,w,o,l,h,y,l
p,f,f,y,t,f,f,c,b,h,e,e,y,y,n,p,p,o,b,l,h,s,u
p,f,y,p,f,n,f,c,n,h,t,e,k,k,n,e,u,w,b,n,u,y,d
p,k,s,c,f,f,n,w,n,h,e,z,s,k,n,o,u,y,o,s,h,v,l
p,f,g,y,t,a,d,c,b,e,e,e,y,k,b,n,p,o,b,l,h,v,d
p,x,y,g,t,l,d,c,b,g,e,z,k,k,b,b,p,o,o,f,n,v,g
p,f,g,g,t,m,f,c,b,p,e,r,k,y,p,p,p,w,o,l,h,v,g
p,x,y,y,f,c,f,d,b,g,e,r,f,f,b,n,p,w,o,c,h,y,d
e,f,s,y,f,n,f,c,b,h,e,?,s,k,e,g,u,w,t,e,w,c,p
p,k,f,g,t,l,f,c,b,g,e,b,k,k,p,n,p,o,o,f,h,v,m
p,x,s,y,f,c,n,c,n,u,t,u,k,s,c,c,p,y,t,z,b,n,d
p,x,y,n,t,y,f,c,b,b,e,?,f,f,g,g,p,w,b,c,w,v,l
p,x,f,g,t,f,a,c,b,p,e,c,f,f,w,b,p,w,o,c,w,c,d
p,f,s,g,f,f,f,c,n,w,t,z,s,k,w,b,u,y,o,l,w,v,p
p,c,s,b,f,p,f,c,b,p,e,b,s,s,w,n,u,w,o,l,h,y,u
p,f,y,y,f,f,f,c,n,g,t,e,k,k,g,g,u,w,b,l,h,y,g
p,c,y,y,f,p,f,c,n,g,t,b,k,k,w,w,p,w,o,n,w,c,w
p,x,f,y,t,f,f,c,b,o,e,b,k,y,e,b,p,o,b,l,u,v,g
p,b,s,g,f,a,f,w,b,n,e,b,f,k,n,n,p,n,o,c,h,y,d
p,c,y,g,t,l,d,w,b,g,e,b,k,y,b,p,p,o,o,l,n,v,u
p,k,f,n,f,f,n,w,n,w,t,z,s,s,w,w,u,y,o,l,h,v,g
p,x,g,e,f,f,f,c,b,p,e,b,k,y,c,c,p,o,t,l,b,y,p
e,x,s,u,f,c,n,c,n,b,t,?,s,s,w,c,u,y,o,f,b,n,g
e,c,f,b,t,n,a,w,b,e,e,c,f,s,o,o,p,w,o,e,r,c,w
p,f,y,u,f,f,f,c,b,h,e,b,k,y,b,c,p,w,o,l,b,y,u
p,k,y,w,t,f,f,w,b,g,e,b,f,f,o,p,p,w,o,l,h,y,p
p,k,y,g,t,p,d,w,b,g,e,b,y,k,p,b,p,w,o,l,h,v,l
p,f,y,n,f,n,f,c,n,p,t,b,k,k,e,e,p,w,o,l,h,a,u
p,s,f,g,f,f,f,d,b,h,e,b,k,f,n,c,p,w,t,l,h,v,g
p,x,f,w,f,f,f,d,b,h,t,b,k,k,y,b,u,w,o,n,h,y,g
p,c,y,g,f,f,d,w,b,n,e,c,y,y,n,o,p,o,o,l,h,v,g
p,b,f,y,t,f,a,c,b,o,e,b,k,k,e,e,p,w,b,e,h,a,g
p,f,f,y,f,f,f,d,n,h,e,r,k,k,p,p,u,w,o,n,h,v,d
p,f,y,g,f,n,f,c,b,p,e,e,k,k,p,p,p,w,b,n,h,s,d
p,f,f,y,f,y,a,c,b,w,e,z,k,k,o,o,p,w,o,n,h,v,g
p,c,g,y,f,f,f,w,b,n,e,c,y,y,n,p,p,o,o,l,h,y,g
p,f,g,n,f,f,d,c,b,h,e,z,k,k,n,p,p,o,o,l,r,v,d
p,b,g,b,t,f,d,c,b,w,t,b,s,y,w,g,p,o,o,f,h,v,g
p,f,g,w,t,n,d,w,b,g,e,z,y,y,w,w,p,o,t,f,r,v,w
p,x,y,y,f,f,f,w,b,p,e,c,k,y,p,b,p,w,o,l,h,c,m
p,f,s,e,f,f,f,c,b,e,e,e,k,k,b,b,u,w,b,z,h,v,l
p,f,g,g,t,n,f,c,b,h,e,b,k,s,p,e,u,y,o,s,u,v,d
p,b,y,w,t,f,d,c,b,k,e,b,y,y,g,g,p,w,o,f,h,v,d
p,x,y,y,f,a,f,c,n,g,e,b,k,k,n,n,u,w,o,l,k,a,p
p,c,f,y,f,p,f,c,b,n,t,b,k,s,w,b,p,y,o,l,h,y,p
e,b,y,g,t,y,f,c,n,u,t,b,k,k,g,g,u,w,b,p,h,v,p
e,x,f,u,t,l,a,w,b,u,e,?,f,f,b,b,p,n,o,c,h,v,d
p,x,y,g,f,a,f,c,n,h,e,b,k,k,p,p,p,w,b,n,k,s,l
p,s,f,g,f,c,f,c,n,p,t,r,k,s,c,b,p,w,t,z,h,v,g
p,b,s,y,f,n,n,c,n,p,t,b,k,s,e,e,p,w,b,l,u,a,d
p,f,y,p,f,f,f,w,b,p,e,b,k,f,n,p,p,w,o,e,h,c,d
p,c,s,p,f,l,n,w,b,h,e,c,s,s,b,p,p,w,o,l,n,c,u
p,x,f,p,t,f,a,c,b,p,e,b,f,f,e,e,p,w,o,e,h,s,d
p,f,f,y,f,n,a,c,b,g,e,b,f,k,b,e,p,w,b,c,h,y,u
p,f,f,c,t,p,d,w,b,g,e,z,y,k,n,n,p,o,o,f,h,v,g
p,b,s,c,f,f,n,c,n,g,t,b,s,k,p,g,p,w,b,s,h,y,p
p,f,g,y,f,m,d,c,b,y,e,b,k,y,p,p,p,o,o,f,o,y,l
p,f,f,g,t,y,f,c,b,g,e,b,f,k,g,g,p,w,b,c,h,v,u
p,f,g,g,t,a,f,c,b,g,e,e,k,k,p,n,p,w,b,l,h,y,p
e,f,f,e,t,a,a,c,b,w,t,e,f,s,n,n,p,w,o,p,n,s,d
p,x,s,n,f,s,f,d,b,b,e,u,k,k,p,p,u,y,o,z,h,n,d
p,f,y,g,f,a,f,c,n,g,t,b,k,k,n,n,u,w,b,l,h,v,p
p,s,f,g,t,f,f,d,b,g,e,r,f,k,b,c,p,n,t,l,h,y,p
p,s,y,g,f,s,f,d,b,g,e,b,k,k,b,y,p,o,t,l,h,v,p
p,f,s,g,f,n,n,c,b,h,t,e,s,k,b,y,p,w,o,l,h,n,g
p,f,y,b,f,f,f,c,n,h,e,e,k,k,n,b,u,w,o,l,k,s,p
p,f,f,g,f,c,a,c,b,r,e,r,k,k,n,p,p,n,o,c,h,v,g
p,f,y,w,f,s,f,c,n,h,e,u,k,k,y,y,u,w,t,p,y,n,d
p,f,f,y,f,f,n,c,n,o,t,b,s,s,p,n,u,y,b,l,h,a,g
p,x,y,b,f,l,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,c,d
p,x,y,r,f,f,f,d,n,b,t,b,s,k,n,n,u,y,o,z,o,v,p
p,x,y,u,f,f,d,c,b,k,e,b,y,y,b,g,p,o,b,f,h,y,p
p,x,f,n,f,c,f,c,n,u,e,u,s,s,w,y,p,n,o,p,y,v,d
p,f,y,e,f,f,f,c,n,p,t,b,k,k,b,c,u,w,t,p,b,y,p
p,c,g,g,f,f,d,c,b,h,e,b,y,k,b,p,p,o,o,f,h,c,u
p,s,y,e,t,m,a,c,b,r,e,b,k,f,p,p,p,n,o,e,o,y,p
p,c,g,y,f,f,f,c,b,p,e,c,k,y,y,y,p,y,o,l,h,v,u
p,f,y,g,f,l,f,c,b,n,e,b,f,f,b,n,p,n,o,e,n,v,m
p,f,y,n,f,s,a,d,b,u,e,u,f,f,n,y,p,n,o,l,y,n,d
p,f,f,g,f,f,a,c,b,e,e,e,k,f,b,n,p,w,o,l,k,s,l
p,x,y,c,f,f,f,c,b,k,e,b,k,k,n,n,p,w,o,l,k,v,g
p,c,s,y,f,p,n,c,b,n,e,b,k,k,w,w,u,y,o,s,h,c,g
p,f,f,y,f,f,f,c,n,h,t,e,k,k,n,p,p,w,b,n,h,y,u
p,k,s,n,f,l,f,c,n,g,e,z,k,s,b,p,p,w,o,s,n,v,d
p,b,y,y,f,f,f,c,b,o,e,b,k,k,n,n,u,w,o,l,k,a,u
p,x,f,y,f,f,f,c,b,h,e,b,k,k,g,g,p,n,b,c,h,s,p
p,c,f,y,f,f,n,w,n,g,t,c,k,k,b,b,u,y,o,s,n,y,d
p,x,f,y,f,f,f,c,b,p,e,b,k,k,g,b,p,w,o,n,h,a,g
p,f,y,p,f,f,n,c,n,h,e,b,s,s,n,o,p,y,o,l,r,c,d
p,f,y,e,f,y,f,c,n,e,t,e,k,k,g,g,p,w,b,l,h,y,d
p,c,f,g,t,p,a,w,b,g,e,c,k,f,p,n,p,w,o,e,h,v,w
p,f,s,e,f,f,n,c,n,e,e,e,k,k,n,n,u,y,o,s,h,s,p
p,b,f,u,t,f,d,c,b,h,e,b,y,k,g,g,p,o,b,f,h,y,w
p,f,f,p,f,s,f,d,b,y,e,b,k,k,p,y,u,w,t,p,y,y,d
p,x,y,n,f,c,f,c,n,g,t,b,k,k,c,p,u,w,o,s,b,y,p
p,k,f,y,t,f,a,w,b,p,e,b,f,f,b,w,p,n,o,c,w,v,d
p,f,y,b,f,l,f,c,b,h,t,c,k,k,b,n,p,w,o,l,h,c,g
p,f,y,y,f,a,f,c,b,h,t,e,k,k,n,n,u,w,o,p,h,v,p
p,x,g,y,t,f,f,c,b,u,e,u,k,y,b,p,p,o,t,f,y,v,g
p,x,s,g,f,f,f,w,n,b,t,?,k,k,o,w,u,w,o,p,w,c,d
e,c,y,g,t,f,f,c,b,n,e,?,y,s,w,o,p,o,o,e,r,c,u
p,x,s,n,f,f,n,c,b,k,t,b,s,s,n,p,p,y,b,l,k,v,u
p,x,y,r,f,f,f,w,b,h,t,b,k,k,b,b,p,w,o,l,n,y,w
p,f,f,g,t,f,a,c,b,p,e,e,k,f,g,b,p,w,o,e,h,y,w
p,k,y,c,f,p,f,w,b,w,t,z,k,k,w,w,p,w,o,n,h,v,g
p,k,y,g,t,f,d,w,b,p,e,z,y,k,p,b,p,o,o,l,n,v,p
p,f,y,e,f,f,a,c,b,p,e,b,f,f,e,b,p,w,b,c,u,s,d
p,s,f,g,f,m,f,c,b,y,t,r,k,k,p,b,u,w,o,p,o,y,p
p,x,f,n,f,f,a,d,b,b,e,u,k,f,c,c,p,w,t,c,b,v,l
p,b,f,n,t,f,d,c,b,k,e,b,k,k,e,e,p,w,b,l,u,a,g
p,f,f,y,f,f,f,d,n,g,t,b,k,k,p,y,p,w,t,l,h,y,d
p,f,y,r,f,f,f,w,b,g,t,z,k,k,p,b,p,w,o,p,n,v,p
p,f,y,g,t,f,f,d,b,h,e,u,f,f,y,y,p,w,o,c,y,n,u
p,k,f,r,t,p,d,w,b,g,e,z,k,k,w,w,p,o,o,f,h,y,g
p,x,s,g,f,s,f,d,b,u,e,b,k,s,y,y,p,y,o,l,h,n,d
p,f,f,y,f,s,f,d,b,r,e,r,k,k,p,y,p,w,o,p,h,y,d
p,f,f,c,t,c,a,d,b,g,e,b,f,k,c,b,p,w,t,c,h,n,p
p,x,s,g,f,c,n,c,n,o,t,b,s,s,w,n,u,y,o,p,k,s,d
p,s,s,y,f,m,f,c,n,w,t,r,f,s,p,w,u,w,t,z,o,v,p
e,f,f,e,f,f,f,w,n,w,t,z,s,s,o,o,u,w,o,z,k,v,d
p,x,y,y,t,y,f,c,b,o,e,b,y,y,g,n,p,o,b,l,h,v,u
p,x,y,y,f,l,n,c,b,p,e,b,k,s,p,n,u,y,o,l,n,y,m
p,f,y,n,f,c,f,d,b,g,t,c,k,s,n,b,p,w,o,z,n,v,g
e,f,g,e,t,n,d,d,b,u,e,b,s,y,p,y,p,w,o,f,k,y,d
p,x,y,y,f,a,n,c,n,p,t,b,k,k,b,p,p,y,o,l,k,y,d
p,x,y,u,t,f,f,c,b,k,e,b,y,y,n,b,p,w,b,f,h,a,p
p,f,f,p,f,y,f,c,n,h,e,e,s,k,n,g,u,y,o,s,h,y,p
p,x,f,y,f,f,n,w,b,h,t,b,k,s,b,b,p,y,o,l,h,v,p
p,f,f,y,f,a,f,c,n,h,t,e,s,s,b,n,p,w,o,l,k,y,l
p,b,y,r,f,f,f,c,b,h,t,b,k,k,g,p,p,w,b,p,h,v,p
p,k,y,c,f,f,f,c,n,w,t,z,k,k,b,w,u,w,o,p,h,s,u
p,s,g,g,t,f,f,c,b,p,e,r,y,y,p,n,p,w,t,f,b,y,p
p,x,y,n,f,s,f,c,n,g,t,b,k,k,w,n,u,w,o,n,w,v,p
p,f,s,e,f,f,n,c,n,g,e,e,k,k,p,p,p,y,o,l,h,s,p
p,x,y,p,f,s,a,d,b,p,e,r,f,f,y,y,p,w,t,l,h,y,u
p,x,y,y,f,n,f,c,b,p,e,b,k,k,e,e,p,w,b,p,u,v,d
e,f,y,u,t,p,a,w,b,h,e,z,f,f,w,w,p,n,o,e,w,v,p
p,f,f,g,f,y,a,c,b,h,e,e,k,k,g,g,p,w,b,l,h,s,d
p,f,f,b,t,f,a,d,b,y,e,r,f,f,y,b,p,w,t,e,h,v,g
p,x,s,y,f,f,n,c,b,y,e,r,k,s,p,p,p,y,t,l,h,y,g
p,s,f,g,f,s,d,c,b,r,e,r,k,k,b,n,p,o,t,l,h,y,p
e,f,y,c,t,n,f,c,b,u,e,b,s,s,p,p,p,n,o,c,n,y,l
p,x,f,c,t,y,f,c,b,o,e,b,k,y,g,g,p,o,o,l,h,a,d
p,f,s,g,f,c,f,c,b,h,e,r,s,k,n,c,p,y,o,l,b,y,p
p,c,y,g,t,f,a,w,b,h,e,b,k,f,n,b,p,w,o,l,y,n,p
p,b,f,y,f,f,n,c,b,o,e,b,k,s,n,e,u,w,b,l,h,a,g
p,x,f,y,f,f,f,d,b,r,e,r,k,y,p,b,p,o,o,l,h,v,d
p,c,f,y,f,f,a,w,b,n,e,b,k,k,b,n,p,n,o,e,h,c,l
p,x,f,p,f,f,n,c,n,p,t,b,k,s,o,n,p,w,o,l,h,c,p
p,c,f,g,f,f,f,c,b,p,e,c,f,k,w,w,p,n,o,l,w,c,p
p,x,s,p,t,n,n,c,n,h,t,e,s,f,w,e,p,y,o,p,h,s,u
e,f,f,e,t,m,a,c,b,w,e,r,f,f,w,p,p,w,t,e,o,c,p
e,s,f,u,f,s,a,d,b,r,e,r,f,f,y,y,p,n,o,f,y,y,d
p,b,y,u,f,f,f,c,b,p,t,b,k,k,b,n,p,w,b,p,k,a,u
p,x,f,y,t,p,f,c,b,p,e,c,f,f,w,p,p,n,o,c,w,c,m
p,s,f,e,t,c,f,c,b,r,e,b,k,k,p,p,p,n,o,l,h,y,l
p,f,f,p,f,f,n,w,b,h,e,c,s,s,p,n,u,w,o,l,n,y,d
p,k,y,g,f,f,f,c,b,g,e,r,k,s,p,p,p,y,o,s,h,y,p
p,s,s,g,f,f,f,d,b,r,t,r,s,k,c,c,p,w,o,z,h,y,g
p,f,f,w,t,f,f,c,b,g,e,z,f,k,p,o,p,w,o,l,h,v,p
p,c,y,g,f,p,f,c,b,p,t,c,k,k,w,w,u,w,o,l,w,c,p
p,f,s,w,f,l,f,w,n,w,t,b,s,s,n,b,p,y,o,l,h,v,d
e,f,s,u,t,n,n,w,n,w,t,z,s,s,w,e,u,w,o,e,n,v,w
p,f,g,g,t,f,f,d,b,h,e,b,k,k,y,n,p,o,t,l,y,n,p
p,x,f,y,f,l,f,c,b,w,e,b,k,f,b,p,p,n,o,c,n,v,p
